ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Mode_of_Shipment_encoded,Customer_rating_category,Prior_purchases_category,Gender_encoded,Interaction_CustomerRating_Discount,Interaction_CustomerCalls_Rating,Shipping_speed,Total_interactions,Expected_delivery_time,CustomerCare_vs_ExpectedTime,ProductImportance_avg_delivery,ShippingMode_avg_delivery,Interaction_Weight_Discount,Customer_rating_and_delivery_time,Product_importance_and_delivery_time,High_product_importance_and_high_rating,Weight_category,Discount_category,Product_Value,Customer_Loyalty,Customer_Satisfaction_Score,Delivery_Time_per_Weight
5974,B,Ship,4,1,220,3,medium,M,1,5159,1,1,VeryLow,Low,1,1,4,1289.75,7,4,0,0.5904501472444258,0.5975609756097561,5159,1,medium,0,Heavy,Low,1134980,Regular,1.0,1289.75
5975,C,Ship,4,3,274,2,low,M,1,4762,0,1,Average,Very Low,1,3,12,1190.5,6,4,0,0.5927883707759108,0.5975609756097561,4762,0,,0,Heavy,Low,1304788,New,1.5,1190.5
5976,F,Ship,4,1,212,2,medium,M,4,4969,0,1,VeryLow,Very Low,1,4,4,1242.25,6,4,0,0.5904501472444258,0.5975609756097561,19876,0,,0,Heavy,Low,1053428,New,0.5,1242.25
5977,D,Ship,4,2,244,3,high,F,3,4103,0,1,Low,Low,0,6,8,1025.75,7,4,0,0.6497890295358649,0.5975609756097561,12309,0,,0,Heavy,Low,1001132,Regular,1.0,1025.75
5978,F,Ship,4,2,252,3,medium,F,4,5782,0,1,Low,Low,0,8,8,1445.5,7,4,0,0.5904501472444258,0.5975609756097561,23128,0,,0,Heavy,Low,1457064,Regular,1.0,1445.5
5979,A,Ship,5,1,158,2,low,M,4,5736,1,1,VeryLow,Very Low,1,4,5,1147.2,7,4,1,0.5927883707759108,0.5975609756097561,22944,1,low,0,Heavy,Low,906288,New,1.0,1434.0
5980,B,Ship,2,5,286,6,medium,F,3,4497,1,1,High,Medium,0,15,10,2248.5,8,4,-2,0.5904501472444258,0.5975609756097561,13491,5,medium,0,Heavy,Low,1286142,Frequent,3.0,1124.25
5981,C,Ship,3,3,164,3,high,M,8,5170,0,1,Average,Low,1,24,9,1723.3333333333333,6,4,-1,0.6497890295358649,0.5975609756097561,41360,0,,0,Heavy,Low,847880,Regular,1.5,1292.5
5982,F,Ship,4,2,170,6,medium,M,10,4891,0,1,Low,Medium,1,20,8,1222.75,10,4,0,0.5904501472444258,0.5975609756097561,48910,0,,0,Heavy,Low,831470,Frequent,1.0,1222.75
5983,D,Ship,4,3,269,2,medium,M,2,4158,0,1,Average,Very Low,1,6,12,1039.5,6,4,0,0.5904501472444258,0.5975609756097561,8316,0,,0,Heavy,Low,1118502,New,1.5,1039.5
5984,F,Ship,4,3,238,2,low,M,7,5808,1,1,Average,Very Low,1,21,12,1452.0,6,4,0,0.5927883707759108,0.5975609756097561,40656,3,low,0,Heavy,Low,1382304,New,2.0,1452.0
5985,A,Ship,4,5,198,7,medium,M,9,4249,1,1,High,Medium,1,45,20,1062.25,11,4,0,0.5904501472444258,0.5975609756097561,38241,5,medium,0,Heavy,Low,841302,Frequent,3.0,1062.25
5986,B,Ship,4,3,184,8,low,M,4,4686,0,1,Average,Medium,1,12,12,1171.5,12,4,0,0.5927883707759108,0.5975609756097561,18744,0,,0,Heavy,Low,862224,Frequent,1.5,1171.5
5987,C,Ship,5,2,265,3,low,M,8,5447,1,1,Low,Low,1,16,10,1089.4,8,4,1,0.5927883707759108,0.5975609756097561,43576,2,low,0,Heavy,Low,1443455,Regular,1.5,1361.75
5988,F,Ship,3,1,204,10,medium,M,5,5375,0,1,VeryLow,Medium,1,5,3,1791.6666666666667,13,4,-1,0.5904501472444258,0.5975609756097561,26875,0,,0,Heavy,Low,1096500,Frequent,0.5,1343.75
5989,D,Ship,5,2,233,7,medium,F,8,5519,1,1,Low,Medium,0,16,10,1103.8,12,4,1,0.5904501472444258,0.5975609756097561,44152,2,medium,0,Heavy,Low,1285927,Frequent,1.5,1379.75
5990,F,Ship,4,2,134,3,low,F,9,4214,1,1,Low,Low,0,18,8,1053.5,7,4,0,0.5927883707759108,0.5975609756097561,37926,2,low,0,Heavy,Low,564676,Regular,1.5,1053.5
5991,A,Ship,3,2,153,3,medium,M,6,4056,0,1,Low,Low,1,12,6,1352.0,6,4,-1,0.5904501472444258,0.5975609756097561,24336,0,,0,Heavy,Low,620568,Regular,1.0,1014.0
5992,B,Ship,2,1,241,3,medium,F,5,5697,1,1,VeryLow,Low,0,5,2,2848.5,5,4,-2,0.5904501472444258,0.5975609756097561,28485,1,medium,0,Heavy,Low,1372977,Regular,1.0,1424.25
5993,C,Ship,4,4,187,3,low,F,8,4893,0,1,Standard,Low,0,32,16,1223.25,7,4,0,0.5927883707759108,0.5975609756097561,39144,0,,0,Heavy,Low,914991,Regular,2.0,1223.25
5994,F,Ship,3,4,148,3,low,F,8,5267,1,1,Standard,Low,0,32,12,1755.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,42136,4,low,0,Heavy,Low,779516,Regular,2.5,1316.75
5995,D,Ship,3,5,133,8,medium,F,8,5002,1,1,High,Medium,0,40,15,1667.3333333333333,11,4,-1,0.5904501472444258,0.5975609756097561,40016,5,medium,0,Heavy,Low,665266,Frequent,3.0,1250.5
5996,F,Ship,6,1,250,4,low,M,4,1018,0,1,VeryLow,Low,1,4,6,169.66666666666666,10,4,2,0.5927883707759108,0.5975609756097561,4072,0,,0,Light,Low,254500,Regular,0.5,254.5
5997,A,Ship,6,5,249,4,medium,M,3,1710,1,1,High,Low,1,15,30,285.0,10,4,2,0.5904501472444258,0.5975609756097561,5130,5,medium,0,Light,Low,425790,Regular,3.0,427.5
5998,B,Ship,5,3,259,5,low,M,2,1730,0,1,Average,Low,1,6,15,346.0,10,4,1,0.5927883707759108,0.5975609756097561,3460,0,,0,Light,Low,448070,Regular,1.5,432.5
5999,C,Ship,6,2,266,4,low,F,9,1220,0,1,Low,Low,0,18,12,203.33333333333334,10,4,2,0.5927883707759108,0.5975609756097561,10980,0,,0,Light,Low,324520,Regular,1.0,305.0
6000,F,Ship,6,3,244,4,medium,M,5,1108,1,1,Average,Low,1,15,18,184.66666666666666,10,4,2,0.5904501472444258,0.5975609756097561,5540,3,medium,0,Light,Low,270352,Regular,2.0,277.0
6001,D,Ship,4,5,239,6,low,M,4,1451,0,1,High,Medium,1,20,20,362.75,10,4,0,0.5927883707759108,0.5975609756097561,5804,0,,0,Light,Low,346789,Frequent,2.5,362.75
6002,F,Road,4,3,270,5,low,F,3,1786,1,3,Average,Low,0,9,12,446.5,9,6,-2,0.5927883707759108,0.5880681818181818,5358,3,low,0,Light,Low,482220,Regular,2.0,297.6666666666667
6003,A,Road,6,4,282,4,low,M,6,1580,0,3,Standard,Low,1,24,24,263.3333333333333,10,6,0,0.5927883707759108,0.5880681818181818,9480,0,,0,Light,Low,445560,Regular,2.0,263.3333333333333
6004,B,Road,6,5,295,4,medium,M,2,1981,0,3,High,Low,1,10,30,330.1666666666667,10,6,0,0.5904501472444258,0.5880681818181818,3962,0,,0,Light,Low,584395,Regular,2.5,330.1666666666667
6005,C,Road,6,1,255,4,low,M,5,1253,1,3,VeryLow,Low,1,5,6,208.83333333333334,10,6,0,0.5927883707759108,0.5880681818181818,6265,1,low,0,Light,Low,319515,Regular,1.0,208.83333333333334
6006,F,Road,6,4,292,4,low,M,3,1826,1,3,Standard,Low,1,12,24,304.3333333333333,10,6,0,0.5927883707759108,0.5880681818181818,5478,4,low,0,Light,Low,533192,Regular,2.5,304.3333333333333
6007,D,Road,6,3,244,4,low,F,1,1317,1,3,Average,Low,0,3,18,219.5,10,6,0,0.5927883707759108,0.5880681818181818,1317,3,low,0,Light,Low,321348,Regular,2.0,219.5
6008,F,Road,6,1,306,4,low,M,1,1210,0,3,VeryLow,Low,1,1,6,201.66666666666666,10,6,0,0.5927883707759108,0.5880681818181818,1210,0,,0,Light,Low,370260,Regular,0.5,201.66666666666666
6009,A,Road,6,1,258,4,low,M,3,1506,0,3,VeryLow,Low,1,3,6,251.0,10,6,0,0.5927883707759108,0.5880681818181818,4518,0,,0,Light,Low,388548,Regular,0.5,251.0
6010,B,Road,4,2,265,6,low,M,8,1391,1,3,Low,Medium,1,16,8,347.75,10,6,-2,0.5927883707759108,0.5880681818181818,11128,2,low,0,Light,Low,368615,Frequent,1.5,231.83333333333334
6011,C,Road,5,1,227,5,low,M,7,1620,1,3,VeryLow,Low,1,7,5,324.0,10,6,-1,0.5927883707759108,0.5880681818181818,11340,1,low,0,Light,Low,367740,Regular,1.0,270.0
6012,F,Road,7,1,276,4,low,F,8,1560,1,3,VeryLow,Low,0,8,7,222.85714285714286,11,6,1,0.5927883707759108,0.5880681818181818,12480,1,low,0,Light,Low,430560,Regular,1.0,260.0
6013,D,Road,6,4,244,4,medium,M,7,1795,0,3,Standard,Low,1,28,24,299.1666666666667,10,6,0,0.5904501472444258,0.5880681818181818,12565,0,,0,Light,Low,437980,Regular,2.0,299.1666666666667
6014,F,Road,4,3,217,6,medium,F,6,1552,0,3,Average,Medium,0,18,12,388.0,10,6,-2,0.5904501472444258,0.5880681818181818,9312,0,,0,Light,Low,336784,Frequent,1.5,258.6666666666667
6015,A,Road,2,3,211,3,low,F,8,1172,0,3,Average,Low,0,24,6,586.0,5,6,-4,0.5927883707759108,0.5880681818181818,9376,0,,0,Light,Low,247292,Regular,1.5,195.33333333333334
6016,B,Road,4,2,227,5,low,M,7,1354,1,3,Low,Low,1,14,8,338.5,9,6,-2,0.5927883707759108,0.5880681818181818,9478,2,low,0,Light,Low,307358,Regular,1.5,225.66666666666666
6017,C,Road,5,3,249,4,medium,M,1,1014,1,3,Average,Low,1,3,15,202.8,9,6,-1,0.5904501472444258,0.5880681818181818,1014,3,medium,0,Light,Low,252486,Regular,2.0,169.0
6018,F,Road,6,3,269,4,low,M,3,1006,0,3,Average,Low,1,9,18,167.66666666666666,10,6,0,0.5927883707759108,0.5880681818181818,3018,0,,0,Light,Low,270614,Regular,1.5,167.66666666666666
6019,D,Road,6,5,278,4,medium,F,6,1140,0,3,High,Low,0,30,30,190.0,10,6,0,0.5904501472444258,0.5880681818181818,6840,0,,0,Light,Low,316920,Regular,2.5,190.0
6020,F,Road,6,5,282,4,medium,M,3,1385,0,3,High,Low,1,15,30,230.83333333333334,10,6,0,0.5904501472444258,0.5880681818181818,4155,0,,0,Light,Low,390570,Regular,2.5,230.83333333333334
6021,A,Road,6,4,300,4,medium,F,7,1607,0,3,Standard,Low,0,28,24,267.8333333333333,10,6,0,0.5904501472444258,0.5880681818181818,11249,0,,0,Light,Low,482100,Regular,2.0,267.8333333333333
6022,B,Road,5,5,259,5,low,F,9,1624,0,3,High,Low,0,45,25,324.8,10,6,-1,0.5927883707759108,0.5880681818181818,14616,0,,0,Light,Low,420616,Regular,2.5,270.6666666666667
6023,C,Road,6,1,295,4,medium,F,6,1611,0,3,VeryLow,Low,0,6,6,268.5,10,6,0,0.5904501472444258,0.5880681818181818,9666,0,,0,Light,Low,475245,Regular,0.5,268.5
6024,F,Flight,5,5,238,5,low,M,2,1657,0,2,High,Low,1,10,25,331.4,10,2,3,0.5927883707759108,0.6015756893640968,3314,0,,0,Light,Low,394366,Regular,2.5,828.5
6025,D,Flight,5,3,270,5,medium,F,7,1303,1,2,Average,Low,0,21,15,260.6,10,2,3,0.5904501472444258,0.6015756893640968,9121,3,medium,0,Light,Low,351810,Regular,2.0,651.5
6026,F,Flight,5,3,267,5,low,M,6,1119,1,2,Average,Low,1,18,15,223.8,10,2,3,0.5927883707759108,0.6015756893640968,6714,3,low,0,Light,Low,298773,Regular,2.0,559.5
6027,A,Flight,4,1,270,5,medium,M,9,1280,1,2,VeryLow,Low,1,9,4,320.0,9,2,2,0.5904501472444258,0.6015756893640968,11520,1,medium,0,Light,Low,345600,Regular,1.0,640.0
6028,B,Flight,4,1,245,5,medium,F,8,1923,0,2,VeryLow,Low,0,8,4,480.75,9,2,2,0.5904501472444258,0.6015756893640968,15384,0,,0,Light,Low,471135,Regular,0.5,961.5
6029,C,Flight,6,4,262,4,low,F,10,1068,1,2,Standard,Low,0,40,24,178.0,10,2,4,0.5927883707759108,0.6015756893640968,10680,4,low,0,Light,Low,279816,Regular,2.5,534.0
6030,F,Flight,4,2,245,5,low,M,8,1122,1,2,Low,Low,1,16,8,280.5,9,2,2,0.5927883707759108,0.6015756893640968,8976,2,low,0,Light,Low,274890,Regular,1.5,561.0
6031,D,Flight,6,2,268,4,low,M,7,1943,0,2,Low,Low,1,14,12,323.8333333333333,10,2,4,0.5927883707759108,0.6015756893640968,13601,0,,0,Light,Low,520724,Regular,1.0,971.5
6032,F,Flight,5,1,262,5,low,M,1,1488,1,2,VeryLow,Low,1,1,5,297.6,10,2,3,0.5927883707759108,0.6015756893640968,1488,1,low,0,Light,Low,389856,Regular,1.0,744.0
6033,A,Flight,6,3,283,5,medium,M,10,1483,0,2,Average,Low,1,30,18,247.16666666666666,11,2,4,0.5904501472444258,0.6015756893640968,14830,0,,0,Light,Low,419689,Regular,1.5,741.5
6034,B,Flight,5,3,260,5,medium,M,8,1001,0,2,Average,Low,1,24,15,200.2,10,2,3,0.5904501472444258,0.6015756893640968,8008,0,,0,Light,Low,260260,Regular,1.5,500.5
6035,C,Flight,7,5,258,4,low,F,4,1677,1,2,High,Low,0,20,35,239.57142857142858,11,2,5,0.5927883707759108,0.6015756893640968,6708,5,low,0,Light,Low,432666,Regular,3.0,838.5
6036,F,Flight,5,2,130,4,medium,F,1,1877,0,2,Low,Low,0,2,10,375.4,9,2,3,0.5904501472444258,0.6015756893640968,1877,0,,0,Light,Low,244010,Regular,1.0,938.5
6037,D,Flight,6,3,262,5,low,M,9,1053,0,2,Average,Low,1,27,18,175.5,11,2,4,0.5927883707759108,0.6015756893640968,9477,0,,0,Light,Low,275886,Regular,1.5,526.5
6038,F,Flight,6,2,293,4,low,F,4,1764,1,2,Low,Low,0,8,12,294.0,10,2,4,0.5927883707759108,0.6015756893640968,7056,2,low,0,Light,Low,516852,Regular,1.5,882.0
6039,A,Flight,7,1,255,5,medium,M,10,1238,1,2,VeryLow,Low,1,10,7,176.85714285714286,12,2,5,0.5904501472444258,0.6015756893640968,12380,1,medium,0,Light,Low,315690,Regular,1.0,619.0
6040,B,Flight,6,1,242,5,low,F,5,1555,0,2,VeryLow,Low,0,5,6,259.1666666666667,11,2,4,0.5927883707759108,0.6015756893640968,7775,0,,0,Light,Low,376310,Regular,0.5,777.5
6041,C,Flight,6,3,264,4,medium,F,6,1622,1,2,Average,Low,0,18,18,270.3333333333333,10,2,4,0.5904501472444258,0.6015756893640968,9732,3,medium,0,Light,Low,428208,Regular,2.0,811.0
6042,F,Flight,6,4,253,4,low,F,7,1485,0,2,Standard,Low,0,28,24,247.5,10,2,4,0.5927883707759108,0.6015756893640968,10395,0,,0,Light,Low,375705,Regular,2.0,742.5
6043,D,Flight,5,5,271,5,low,F,4,1667,0,2,High,Low,0,20,25,333.4,10,2,3,0.5927883707759108,0.6015756893640968,6668,0,,0,Light,Low,451757,Regular,2.5,833.5
6044,F,Flight,6,2,250,4,medium,F,3,1777,1,2,Low,Low,0,6,12,296.1666666666667,10,2,4,0.5904501472444258,0.6015756893640968,5331,2,medium,0,Light,Low,444250,Regular,1.5,888.5
6045,A,Flight,4,3,266,5,high,F,5,1590,0,2,Average,Low,0,15,12,397.5,9,2,2,0.6497890295358649,0.6015756893640968,7950,0,,0,Light,Low,422940,Regular,1.5,795.0
6046,B,Ship,6,2,286,4,low,F,4,1594,0,1,Low,Low,0,8,12,265.6666666666667,10,4,2,0.5927883707759108,0.5975609756097561,6376,0,,0,Light,Low,455884,Regular,1.0,398.5
6047,C,Ship,5,2,275,5,low,M,9,1373,0,1,Low,Low,1,18,10,274.6,10,4,1,0.5927883707759108,0.5975609756097561,12357,0,,0,Light,Low,377575,Regular,1.0,343.25
6048,F,Ship,6,3,295,5,low,M,4,1392,0,1,Average,Low,1,12,18,232.0,11,4,2,0.5927883707759108,0.5975609756097561,5568,0,,0,Light,Low,410640,Regular,1.5,348.0
6049,D,Ship,5,1,269,6,medium,F,8,1341,0,1,VeryLow,Medium,0,8,5,268.2,11,4,1,0.5904501472444258,0.5975609756097561,10728,0,,0,Light,Low,360729,Frequent,0.5,335.25
6050,F,Ship,4,1,239,5,low,F,1,1780,1,1,VeryLow,Low,0,1,4,445.0,9,4,0,0.5927883707759108,0.5975609756097561,1780,1,low,0,Light,Low,425420,Regular,1.0,445.0
6051,A,Ship,6,4,271,4,medium,M,8,1867,0,1,Standard,Low,1,32,24,311.1666666666667,10,4,2,0.5904501472444258,0.5975609756097561,14936,0,,0,Light,Low,505957,Regular,2.0,466.75
6052,B,Ship,6,5,165,6,low,F,6,1529,1,1,High,Medium,0,30,30,254.83333333333334,12,4,2,0.5927883707759108,0.5975609756097561,9174,5,low,0,Light,Low,252285,Frequent,3.0,382.25
6053,C,Ship,7,2,302,5,medium,M,5,1614,0,1,Low,Low,1,10,14,230.57142857142858,12,4,3,0.5904501472444258,0.5975609756097561,8070,0,,0,Light,Low,487428,Regular,1.0,403.5
6054,F,Ship,6,2,293,6,low,F,10,1919,1,1,Low,Medium,0,20,12,319.8333333333333,12,4,2,0.5927883707759108,0.5975609756097561,19190,2,low,0,Light,Low,562267,Frequent,1.5,479.75
6055,D,Ship,4,4,202,3,low,F,3,5524,1,1,Standard,Low,0,12,16,1381.0,7,4,0,0.5927883707759108,0.5975609756097561,16572,4,low,0,Heavy,Low,1115848,Regular,2.5,1381.0
6056,F,Ship,2,3,185,3,medium,F,7,4246,0,1,Average,Low,0,21,6,2123.0,5,4,-2,0.5904501472444258,0.5975609756097561,29722,0,,0,Heavy,Low,785510,Regular,1.5,1061.5
6057,A,Ship,4,4,210,2,medium,M,8,5942,0,1,Standard,Very Low,1,32,16,1485.5,6,4,0,0.5904501472444258,0.5975609756097561,47536,0,,0,Heavy,Low,1247820,New,2.0,1485.5
6058,B,Ship,3,5,186,2,medium,M,8,5924,0,1,High,Very Low,1,40,15,1974.6666666666667,5,4,-1,0.5904501472444258,0.5975609756097561,47392,0,,0,Heavy,Low,1101864,New,2.5,1481.0
6059,C,Ship,3,4,163,3,low,M,7,5913,0,1,Standard,Low,1,28,12,1971.0,6,4,-1,0.5927883707759108,0.5975609756097561,41391,0,,0,Heavy,Low,963819,Regular,2.0,1478.25
6060,F,Ship,3,4,168,3,low,M,5,5964,0,1,Standard,Low,1,20,12,1988.0,6,4,-1,0.5927883707759108,0.5975609756097561,29820,0,,0,Heavy,Low,1001952,Regular,2.0,1491.0
6061,D,Ship,4,3,199,3,low,M,8,4391,1,1,Average,Low,1,24,12,1097.75,7,4,0,0.5927883707759108,0.5975609756097561,35128,3,low,0,Heavy,Low,873809,Regular,2.0,1097.75
6062,F,Ship,3,5,271,2,medium,M,7,4958,0,1,High,Very Low,1,35,15,1652.6666666666667,5,4,-1,0.5904501472444258,0.5975609756097561,34706,0,,0,Heavy,Low,1343618,New,2.5,1239.5
6063,A,Ship,3,4,164,3,low,F,4,4796,0,1,Standard,Low,0,16,12,1598.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,19184,0,,0,Heavy,Low,786544,Regular,2.0,1199.0
6064,B,Ship,4,1,231,2,medium,M,3,4696,0,1,VeryLow,Very Low,1,3,4,1174.0,6,4,0,0.5904501472444258,0.5975609756097561,14088,0,,0,Heavy,Low,1084776,New,0.5,1174.0
6065,C,Ship,3,1,196,2,low,M,10,4141,1,1,VeryLow,Very Low,1,10,3,1380.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,41410,1,low,0,Heavy,Low,811636,New,1.0,1035.25
6066,F,Ship,4,2,218,3,low,F,2,4949,0,1,Low,Low,0,4,8,1237.25,7,4,0,0.5927883707759108,0.5975609756097561,9898,0,,0,Heavy,Low,1078882,Regular,1.0,1237.25
6067,D,Ship,5,1,267,4,low,M,5,4440,1,1,VeryLow,Low,1,5,5,888.0,9,4,1,0.5927883707759108,0.5975609756097561,22200,1,low,0,Heavy,Low,1185480,Regular,1.0,1110.0
6068,F,Ship,4,4,163,3,low,F,5,4440,0,1,Standard,Low,0,20,16,1110.0,7,4,0,0.5927883707759108,0.5975609756097561,22200,0,,0,Heavy,Low,723720,Regular,2.0,1110.0
6069,A,Ship,4,1,224,4,medium,F,5,4887,0,1,VeryLow,Low,0,5,4,1221.75,8,4,0,0.5904501472444258,0.5975609756097561,24435,0,,0,Heavy,Low,1094688,Regular,0.5,1221.75
6070,B,Ship,3,4,156,2,medium,F,10,5107,1,1,Standard,Very Low,0,40,12,1702.3333333333333,5,4,-1,0.5904501472444258,0.5975609756097561,51070,4,medium,0,Heavy,Low,796692,New,2.5,1276.75
6071,C,Ship,5,5,175,6,low,F,2,4883,1,1,High,Medium,0,10,25,976.6,11,4,1,0.5927883707759108,0.5975609756097561,9766,5,low,0,Heavy,Low,854525,Frequent,3.0,1220.75
6072,F,Ship,3,4,257,5,medium,F,5,5365,0,1,Standard,Low,0,20,12,1788.3333333333333,8,4,-1,0.5904501472444258,0.5975609756097561,26825,0,,0,Heavy,Low,1378805,Regular,2.0,1341.25
6073,D,Ship,4,4,259,3,low,M,3,4509,0,1,Standard,Low,1,12,16,1127.25,7,4,0,0.5927883707759108,0.5975609756097561,13527,0,,0,Heavy,Low,1167831,Regular,2.0,1127.25
6074,F,Ship,3,3,112,4,low,F,7,5716,1,1,Average,Low,0,21,9,1905.3333333333333,7,4,-1,0.5927883707759108,0.5975609756097561,40012,3,low,0,Heavy,Low,640192,Regular,2.0,1429.0
6075,A,Ship,4,3,145,4,medium,M,2,5735,0,1,Average,Low,1,6,12,1433.75,8,4,0,0.5904501472444258,0.5975609756097561,11470,0,,0,Heavy,Low,831575,Regular,1.5,1433.75
6076,B,Ship,3,1,230,3,medium,M,3,4957,0,1,VeryLow,Low,1,3,3,1652.3333333333333,6,4,-1,0.5904501472444258,0.5975609756097561,14871,0,,0,Heavy,Low,1140110,Regular,0.5,1239.25
6077,C,Ship,3,4,188,4,low,F,6,5016,0,1,Standard,Low,0,24,12,1672.0,7,4,-1,0.5927883707759108,0.5975609756097561,30096,0,,0,Heavy,Low,943008,Regular,2.0,1254.0
6078,F,Ship,3,2,132,4,medium,F,3,4512,0,1,Low,Low,0,6,6,1504.0,7,4,-1,0.5904501472444258,0.5975609756097561,13536,0,,0,Heavy,Low,595584,Regular,1.0,1128.0
6079,D,Ship,4,1,239,4,high,M,2,5502,0,1,VeryLow,Low,1,2,4,1375.5,8,4,0,0.6497890295358649,0.5975609756097561,11004,0,,0,Heavy,Low,1314978,Regular,0.5,1375.5
6080,F,Ship,2,5,167,3,medium,M,8,4605,0,1,High,Low,1,40,10,2302.5,5,4,-2,0.5904501472444258,0.5975609756097561,36840,0,,0,Heavy,Low,769035,Regular,2.5,1151.25
6081,A,Ship,3,1,133,3,medium,M,7,4004,1,1,VeryLow,Low,1,7,3,1334.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,28028,1,medium,0,Heavy,Low,532532,Regular,1.0,1001.0
6082,B,Ship,4,2,270,2,high,F,9,5080,1,1,Low,Very Low,0,18,8,1270.0,6,4,0,0.6497890295358649,0.5975609756097561,45720,2,high,0,Heavy,Low,1371600,New,1.5,1270.0
6083,C,Ship,4,3,229,2,medium,M,7,5364,1,1,Average,Very Low,1,21,12,1341.0,6,4,0,0.5904501472444258,0.5975609756097561,37548,3,medium,0,Heavy,Low,1228356,New,2.0,1341.0
6084,F,Ship,5,1,261,4,high,F,6,4852,0,1,VeryLow,Low,0,6,5,970.4,9,4,1,0.6497890295358649,0.5975609756097561,29112,0,,0,Heavy,Low,1266372,Regular,0.5,1213.0
6085,D,Ship,2,1,192,3,low,F,9,4774,0,1,VeryLow,Low,0,9,2,2387.0,5,4,-2,0.5927883707759108,0.5975609756097561,42966,0,,0,Heavy,Low,916608,Regular,0.5,1193.5
6086,F,Ship,4,5,217,3,low,F,6,4848,1,1,High,Low,0,30,20,1212.0,7,4,0,0.5927883707759108,0.5975609756097561,29088,5,low,0,Heavy,Low,1052016,Regular,3.0,1212.0
6087,A,Ship,4,3,246,2,low,M,6,4908,0,1,Average,Very Low,1,18,12,1227.0,6,4,0,0.5927883707759108,0.5975609756097561,29448,0,,0,Heavy,Low,1207368,New,1.5,1227.0
6088,B,Ship,5,5,208,2,medium,M,8,5321,0,1,High,Very Low,1,40,25,1064.2,7,4,1,0.5904501472444258,0.5975609756097561,42568,0,,0,Heavy,Low,1106768,New,2.5,1330.25
6089,C,Ship,5,1,148,3,low,F,5,5790,0,1,VeryLow,Low,0,5,5,1158.0,8,4,1,0.5927883707759108,0.5975609756097561,28950,0,,0,Heavy,Low,856920,Regular,0.5,1447.5
6090,F,Ship,4,1,132,6,high,M,8,4902,1,1,VeryLow,Medium,1,8,4,1225.5,10,4,0,0.6497890295358649,0.5975609756097561,39216,1,high,0,Heavy,Low,647064,Frequent,1.0,1225.5
6091,D,Ship,4,2,249,3,low,F,6,5051,1,1,Low,Low,0,12,8,1262.75,7,4,0,0.5927883707759108,0.5975609756097561,30306,2,low,0,Heavy,Low,1257699,Regular,1.5,1262.75
6092,F,Ship,3,3,225,4,low,F,9,5468,1,1,Average,Low,0,27,9,1822.6666666666667,7,4,-1,0.5927883707759108,0.5975609756097561,49212,3,low,0,Heavy,Low,1230300,Regular,2.0,1367.0
6093,A,Ship,5,1,279,4,medium,F,3,4607,0,1,VeryLow,Low,0,3,5,921.4,9,4,1,0.5904501472444258,0.5975609756097561,13821,0,,0,Heavy,Low,1285353,Regular,0.5,1151.75
6094,B,Ship,4,2,183,2,low,F,8,4921,0,1,Low,Very Low,0,16,8,1230.25,6,4,0,0.5927883707759108,0.5975609756097561,39368,0,,0,Heavy,Low,900543,New,1.0,1230.25
6095,C,Ship,4,4,215,2,high,F,6,5238,0,1,Standard,Very Low,0,24,16,1309.5,6,4,0,0.6497890295358649,0.5975609756097561,31428,0,,0,Heavy,Low,1126170,New,2.0,1309.5
6096,F,Ship,6,4,195,5,high,F,10,4225,0,1,Standard,Low,0,40,24,704.1666666666666,11,4,2,0.6497890295358649,0.5975609756097561,42250,0,,0,Heavy,Low,823875,Regular,2.0,1056.25
6097,D,Ship,4,2,156,2,medium,M,5,4467,1,1,Low,Very Low,1,10,8,1116.75,6,4,0,0.5904501472444258,0.5975609756097561,22335,2,medium,0,Heavy,Low,696852,New,1.5,1116.75
6098,F,Ship,3,5,160,3,low,F,8,4106,0,1,High,Low,0,40,15,1368.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,32848,0,,0,Heavy,Low,656960,Regular,2.5,1026.5
6099,A,Ship,5,5,153,5,medium,M,10,5297,0,1,High,Low,1,50,25,1059.4,10,4,1,0.5904501472444258,0.5975609756097561,52970,0,,0,Heavy,Low,810441,Regular,2.5,1324.25
6100,B,Ship,3,4,215,3,high,F,5,4670,1,1,Standard,Low,0,20,12,1556.6666666666667,6,4,-1,0.6497890295358649,0.5975609756097561,23350,4,high,0,Heavy,Low,1004050,Regular,2.5,1167.5
6101,C,Ship,4,3,163,3,low,F,7,4556,0,1,Average,Low,0,21,12,1139.0,7,4,0,0.5927883707759108,0.5975609756097561,31892,0,,0,Heavy,Low,742628,Regular,1.5,1139.0
6102,F,Ship,4,2,195,3,medium,M,8,5198,0,1,Low,Low,1,16,8,1299.5,7,4,0,0.5904501472444258,0.5975609756097561,41584,0,,0,Heavy,Low,1013610,Regular,1.0,1299.5
